label,n,win_rate,mean_net_pnl,median_net_pnl,total_net_pnl,mean_gross_pnl,std_net_pnl,sharpe_per_trade,max_win,max_loss,profit_factor,bar_label
FOMC+NFP+CPI+PPI+RETAIL+UNRATE+CLAIMS|hold=2|z>=1.0,94,0.5425531914893617,254.93507937167553,91.0146484375,23963.8974609375,278.93507937167556,2295.2856022378332,1.7631657336926287,7136.009765625,-5613.990234375,1.3789835559275252,1h
FOMC+NFP+CPI+PPI|hold=2|z>=1.0,39,0.48717948717948717,116.7733623798077,-54.0048828125,4554.1611328125,140.77336237980768,2712.5735546582214,0.6833804217030146,7136.009765625,-5613.990234375,1.1312442245092864,1h
NFP+CPI+PPI+RETAIL|hold=2|z>=1.0,47,0.5106382978723404,86.64141456117021,35.9853515625,4072.146484375,110.64141456117021,2524.672953590424,0.5447794000606105,7136.009765625,-5613.990234375,1.1035329016952655,1h
CLAIMS|hold=2|z>=1.0,38,0.5,295.9938322368421,50.98779296875,11247.765625,319.9938322368421,2136.412276242937,2.19936782356873,5705.98046875,-2644.01953125,1.5026683374398555,1h
FOMC+NFP+CPI+PPI+RETAIL+UNRATE+CLAIMS|hold=3|z>=0.0,248,0.4879032258064516,-231.01643420803933,-44.00122070311363,-57292.07568359375,-207.01643420803933,2824.0440608196577,-1.2985888757825976,8405.98046875,-17664.0390625,0.7798643649846736,1h
FOMC+NFP+CPI+PPI|hold=3|z>=0.0,75,0.4533333333333333,-341.59847005208303,-143.9951171875,-25619.885253906228,-317.59847005208303,2408.637768721796,-2.2513587017550747,7245.970703125,-6074.0,0.6694375114279614,1h
NFP+CPI+PPI+RETAIL|hold=3|z>=0.0,102,0.5490196078431373,-93.9981091069238,41.00244140625,-9587.807128906228,-69.9981091069238,2236.420379101076,-0.6672152232145159,7245.970703125,-6074.0,0.8875250124560721,1h
CLAIMS|hold=3|z>=0.0,119,0.42016806722689076,-498.4559151785717,-303.98046875,-59316.25390625003,-474.4559151785716,3218.7773165723697,-2.458306856398443,8405.98046875,-17664.0390625,0.6066983420142776,1h
FOMC+NFP+CPI+PPI+RETAIL+UNRATE+CLAIMS|hold=3|z>=0.5,164,0.4878048780487805,-60.46456090415396,-53.99877929686363,-9916.18798828125,-36.46456090415396,2431.4084768083453,-0.3947691870230821,8405.98046875,-9064.0146484375,0.931610641119799,1h
FOMC+NFP+CPI+PPI|hold=3|z>=0.5,55,0.45454545454545453,-208.18079723011323,-324.0,-11449.943847656228,-184.18079723011323,2540.0709974955885,-1.3010532802109214,7245.970703125,-6074.0,0.7958644626914964,1h
NFP+CPI+PPI+RETAIL|hold=3|z>=0.5,74,0.5405405405405406,-13.322971653293624,41.00244140625,-985.8999023437282,10.677028346706376,2307.158921224033,-0.09166928917131625,7245.970703125,-6074.0,0.9837727722790065,1h
CLAIMS|hold=3|z>=0.5,74,0.43243243243243246,-220.08451224662193,-249.0,-16286.253906250022,-196.08451224662193,2565.7364801140216,-1.3616882902852923,8405.98046875,-9064.0146484375,0.7806510806763586,1h
FOMC+NFP+CPI+PPI+RETAIL+UNRATE+CLAIMS|hold=3|z>=1.0,94,0.5106382978723404,235.57368891289894,55.99267578125,22143.9267578125,259.57368891289894,2441.054477333851,1.5319676035441046,8405.98046875,-6074.0,1.3214671169616372,1h
FOMC+NFP+CPI+PPI|hold=3|z>=1.0,39,0.48717948717948717,-77.84552784455128,-113.990234375,-3035.9755859375,-53.845527844551285,2812.228525042401,-0.43942355079866346,7245.970703125,-6074.0,0.9267555776077684,1h
NFP+CPI+PPI+RETAIL|hold=3|z>=1.0,47,0.5106382978723404,-90.80726396276596,45.9951171875,-4267.94140625,-66.80726396276596,2607.301683023333,-0.5528783398898907,7245.970703125,-6074.0,0.9073835771322009,1h
CLAIMS|hold=3|z>=1.0,38,0.47368421052631576,453.62900904605266,-104.0048828125,17237.90234375,477.62900904605266,2345.733933171548,3.0698866442993626,8405.98046875,-2764.0390625,1.8081510962610057,1h
FOMC+NFP+CPI+PPI+RETAIL+UNRATE+CLAIMS|hold=4|z>=0.0,248,0.4637096774193548,-274.68531651650704,-133.99755859375,-68121.95849609375,-250.68531651650704,3070.7078757010872,-1.4200289947238565,9496.01953125,-17324.0,0.764871141053807,1h
FOMC+NFP+CPI+PPI|hold=4|z>=0.0,75,0.4266666666666667,-290.9322916666664,-213.990234375,-21819.921874999978,-266.9322916666664,2635.8768471016406,-1.7521330549744625,8015.990234375,-7074.0,0.7280731734795088,1h
NFP+CPI+PPI+RETAIL|hold=4|z>=0.0,102,0.47058823529411764,-96.64547909007331,-103.99267578125,-9857.838867187478,-72.64547909007331,2433.7065259147553,-0.6303962296725582,8015.990234375,-7074.0,0.8936653938128963,1h
CLAIMS|hold=4|z>=0.0,119,0.42016806722689076,-609.8828248096116,-324.0,-72576.05615234378,-585.8828248096116,3493.9852906926,-2.7709302972181917,9496.01953125,-17324.0,0.578355052629138,1h
FOMC+NFP+CPI+PPI+RETAIL+UNRATE+CLAIMS|hold=4|z>=0.5,164,0.43902439024390244,-138.63466737328505,-159.009765625,-22736.08544921875,-114.63466737328505,2688.0360577444303,-0.8187230641607989,9496.01953125,-10964.0146484375,0.8619360229892911,1h
FOMC+NFP+CPI+PPI|hold=4|z>=0.5,55,0.38181818181818183,-188.9081143465905,-213.990234375,-10389.946289062478,-164.9081143465905,2794.786706435611,-1.0730061583282684,8015.990234375,-7074.0,0.8236178056127654,1h
NFP+CPI+PPI+RETAIL|hold=4|z>=0.5,74,0.43243243243243246,-4.26914854307403,-128.99267578125,-315.9169921874782,19.730851456925972,2543.4062228881317,-0.026645618588150483,8015.990234375,-7074.0,0.9951942896040268,1h
CLAIMS|hold=4|z>=0.5,74,0.40540540540540543,-420.21796479096315,-293.9951171875,-31096.129394531272,-396.21796479096315,2780.108488223596,-2.3994579405546563,9496.01953125,-10964.0146484375,0.6447215100893934,1h
FOMC+NFP+CPI+PPI+RETAIL+UNRATE+CLAIMS|hold=4|z>=1.0,94,0.46808510638297873,220.57488364361703,-128.99267578125,20734.0390625,244.57488364361703,2646.7303201782724,1.3229597661813421,9496.01953125,-7074.0,1.2761966280752204,1h
FOMC+NFP+CPI+PPI|hold=4|z>=1.0,39,0.4358974358974359,-8.612254607371796,-113.990234375,-335.8779296875,15.387745392628204,3114.0899576348174,-0.043902168971346155,8015.990234375,-7074.0,0.9921132855958789,1h
NFP+CPI+PPI+RETAIL|hold=4|z>=1.0,47,0.425531914893617,-46.550282579787236,-143.9951171875,-2187.86328125,-22.550282579787233,2903.970693338109,-0.2544663514306886,8015.990234375,-7074.0,0.9552381070165863,1h
CLAIMS|hold=4|z>=1.0,38,0.4473684210526316,347.8403063322368,-293.9951171875,13217.931640625,371.8403063322368,2437.956301603926,2.264927257098485,9496.01953125,-2824.0,1.5403005711788882,1h
NFP|hold=1|z>=0.0,2,1.0,620.9951171875,620.9951171875,1241.990234375,644.9951171875,91.94459757323125,107.2166514724219,686.009765625,555.98046875,inf,5m
NFP|hold=1|z>=0.5,2,1.0,620.9951171875,620.9951171875,1241.990234375,644.9951171875,91.94459757323125,107.2166514724219,686.009765625,555.98046875,inf,5m
NFP|hold=1|z>=1.0,2,1.0,620.9951171875,620.9951171875,1241.990234375,644.9951171875,91.94459757323125,107.2166514724219,686.009765625,555.98046875,inf,5m
NFP|hold=2|z>=0.0,2,1.0,881.0048828125,881.0048828125,1762.009765625,905.0048828125,502.0527199821088,27.856673982428095,1236.009765625,526.0,inf,5m
NFP|hold=2|z>=0.5,2,1.0,881.0048828125,881.0048828125,1762.009765625,905.0048828125,502.0527199821088,27.856673982428095,1236.009765625,526.0,inf,5m
NFP|hold=2|z>=1.0,2,1.0,881.0048828125,881.0048828125,1762.009765625,905.0048828125,502.0527199821088,27.856673982428095,1236.009765625,526.0,inf,5m
NFP|hold=3|z>=0.0,2,1.0,2031.0048828125,2031.0048828125,4062.009765625,2055.0048828125,2213.264941132874,14.567258708926044,3596.01953125,465.990234375,inf,5m
NFP|hold=3|z>=0.5,2,1.0,2031.0048828125,2031.0048828125,4062.009765625,2055.0048828125,2213.264941132874,14.567258708926044,3596.01953125,465.990234375,inf,5m
NFP|hold=3|z>=1.0,2,1.0,2031.0048828125,2031.0048828125,4062.009765625,2055.0048828125,2213.264941132874,14.567258708926044,3596.01953125,465.990234375,inf,5m
NFP|hold=4|z>=0.0,2,1.0,2670.9951171875,2670.9951171875,5341.990234375,2694.9951171875,2849.661044200767,14.879219788319652,4686.009765625,655.98046875,inf,5m
NFP|hold=4|z>=0.5,2,1.0,2670.9951171875,2670.9951171875,5341.990234375,2694.9951171875,2849.661044200767,14.879219788319652,4686.009765625,655.98046875,inf,5m
NFP|hold=4|z>=1.0,2,1.0,2670.9951171875,2670.9951171875,5341.990234375,2694.9951171875,2849.661044200767,14.879219788319652,4686.009765625,655.98046875,inf,5m
UNRATE|hold=1|z>=0.0,2,1.0,620.9951171875,620.9951171875,1241.990234375,644.9951171875,91.94459757323125,107.2166514724219,686.009765625,555.98046875,inf,5m
UNRATE|hold=2|z>=0.0,2,1.0,881.0048828125,881.0048828125,1762.009765625,905.0048828125,502.0527199821088,27.856673982428095,1236.009765625,526.0,inf,5m
UNRATE|hold=3|z>=0.0,2,1.0,2031.0048828125,2031.0048828125,4062.009765625,2055.0048828125,2213.264941132874,14.567258708926044,3596.01953125,465.990234375,inf,5m
UNRATE|hold=4|z>=0.0,2,1.0,2670.9951171875,2670.9951171875,5341.990234375,2694.9951171875,2849.661044200767,14.879219788319652,4686.009765625,655.98046875,inf,5m
CPI|hold=1|z>=0.0,3,0.0,-477.3365885416667,-234.009765625,-1432.009765625,-453.3365885416667,556.4358889976962,-13.617891260336473,-84.009765625,-1113.990234375,0.0,5m
CPI|hold=1|z>=0.5,3,0.0,-477.3365885416667,-234.009765625,-1432.009765625,-453.3365885416667,556.4358889976962,-13.617891260336473,-84.009765625,-1113.990234375,0.0,5m
CPI|hold=1|z>=1.0,3,0.0,-477.3365885416667,-234.009765625,-1432.009765625,-453.3365885416667,556.4358889976962,-13.617891260336473,-84.009765625,-1113.990234375,0.0,5m
CPI|hold=2|z>=0.0,3,0.3333333333333333,-757.3333333333334,-813.990234375,-2272.0,-733.3333333333334,876.3502606340717,-13.71859460483178,145.970703125,-1603.98046875,0.060369095016886094,5m
CPI|hold=2|z>=0.5,3,0.3333333333333333,-757.3333333333334,-813.990234375,-2272.0,-733.3333333333334,876.3502606340717,-13.71859460483178,145.970703125,-1603.98046875,0.060369095016886094,5m
CPI|hold=2|z>=1.0,3,0.3333333333333333,-757.3333333333334,-813.990234375,-2272.0,-733.3333333333334,876.3502606340717,-13.71859460483178,145.970703125,-1603.98046875,0.060369095016886094,5m
CPI|hold=3|z>=0.0,3,0.3333333333333333,-947.3235677083334,-1043.970703125,-2841.970703125,-923.3235677083334,958.6413287993353,-15.687092738256123,55.98046875,-1853.98046875,0.019317257410441508,5m
CPI|hold=3|z>=0.5,3,0.3333333333333333,-947.3235677083334,-1043.970703125,-2841.970703125,-923.3235677083334,958.6413287993353,-15.687092738256123,55.98046875,-1853.98046875,0.019317257410441508,5m
CPI|hold=3|z>=1.0,3,0.3333333333333333,-947.3235677083334,-1043.970703125,-2841.970703125,-923.3235677083334,958.6413287993353,-15.687092738256123,55.98046875,-1853.98046875,0.019317257410441508,5m
CPI|hold=4|z>=0.0,3,0.0,-1060.669921875,-1003.98046875,-3182.009765625,-1036.669921875,926.2775529786578,-18.177718939965832,-164.0390625,-2013.990234375,0.0,5m
CPI|hold=4|z>=0.5,3,0.0,-1060.669921875,-1003.98046875,-3182.009765625,-1036.669921875,926.2775529786578,-18.177718939965832,-164.0390625,-2013.990234375,0.0,5m
CPI|hold=4|z>=1.0,3,0.0,-1060.669921875,-1003.98046875,-3182.009765625,-1036.669921875,926.2775529786578,-18.177718939965832,-164.0390625,-2013.990234375,0.0,5m
PPI|hold=1|z>=0.0,3,0.6666666666666666,29.336588541666668,265.990234375,88.009765625,53.336588541666664,986.5139955944741,0.47207024700853706,876.0,-1053.98046875,1.0835022737464746,5m
PPI|hold=1|z>=0.5,3,0.6666666666666666,29.336588541666668,265.990234375,88.009765625,53.336588541666664,986.5139955944741,0.47207024700853706,876.0,-1053.98046875,1.0835022737464746,5m
PPI|hold=1|z>=1.0,3,0.6666666666666666,29.336588541666668,265.990234375,88.009765625,53.336588541666664,986.5139955944741,0.47207024700853706,876.0,-1053.98046875,1.0835022737464746,5m
PPI|hold=2|z>=0.0,3,0.6666666666666666,139.330078125,555.98046875,417.990234375,163.330078125,1479.6557438150692,1.4948047412142773,1365.990234375,-1503.98046875,1.2779226479732169,5m
PPI|hold=2|z>=0.5,3,0.6666666666666666,139.330078125,555.98046875,417.990234375,163.330078125,1479.6557438150692,1.4948047412142773,1365.990234375,-1503.98046875,1.2779226479732169,5m
PPI|hold=2|z>=1.0,3,0.6666666666666666,139.330078125,555.98046875,417.990234375,163.330078125,1479.6557438150692,1.4948047412142773,1365.990234375,-1503.98046875,1.2779226479732169,5m
PPI|hold=3|z>=0.0,3,0.6666666666666666,339.330078125,1155.98046875,1017.990234375,363.330078125,1808.9498550788658,2.9778039337980244,1595.970703125,-1733.9609375,1.587089485327578,5m
PPI|hold=3|z>=0.5,3,0.6666666666666666,339.330078125,1155.98046875,1017.990234375,363.330078125,1808.9498550788658,2.9778039337980244,1595.970703125,-1733.9609375,1.587089485327578,5m
PPI|hold=3|z>=1.0,3,0.6666666666666666,339.330078125,1155.98046875,1017.990234375,363.330078125,1808.9498550788658,2.9778039337980244,1595.970703125,-1733.9609375,1.587089485327578,5m
PPI|hold=4|z>=0.0,3,0.6666666666666666,409.3333333333333,905.98046875,1228.0,433.3333333333333,1555.6128008088137,4.177109635891483,1655.98046875,-1333.9609375,1.9205666863839481,5m
PPI|hold=4|z>=0.5,3,0.6666666666666666,409.3333333333333,905.98046875,1228.0,433.3333333333333,1555.6128008088137,4.177109635891483,1655.98046875,-1333.9609375,1.9205666863839481,5m
PPI|hold=4|z>=1.0,3,0.6666666666666666,409.3333333333333,905.98046875,1228.0,433.3333333333333,1555.6128008088137,4.177109635891483,1655.98046875,-1333.9609375,1.9205666863839481,5m
RETAIL|hold=1|z>=0.0,3,0.6666666666666666,39.330078125,136.009765625,117.990234375,63.330078125,335.6117123720852,1.860321352220125,315.990234375,-334.009765625,1.353253846198827,5m
RETAIL|hold=1|z>=0.5,2,0.5,-99.0,-99.0,-198.0,-75.0,332.3539978369974,-4.728621557136028,136.009765625,-334.009765625,0.40720296117838994,5m
RETAIL|hold=1|z>=1.0,1,1.0,136.009765625,136.009765625,136.009765625,160.009765625,,,136.009765625,136.009765625,inf,5m
RETAIL|hold=2|z>=0.0,3,0.3333333333333333,-83.99348958333333,-54.029296875,-251.98046875,-59.993489583333336,316.0816640738566,-4.218388671873131,216.0390625,-413.990234375,0.4616026641516363,5m
RETAIL|hold=2|z>=0.5,2,0.5,-98.9755859375,-98.9755859375,-197.951171875,-74.9755859375,445.497988166505,-3.526814394856319,216.0390625,-413.990234375,0.521845793841378,5m
RETAIL|hold=2|z>=1.0,1,1.0,216.0390625,216.0390625,216.0390625,240.0390625,,,216.0390625,216.0390625,inf,5m
RETAIL|hold=3|z>=0.0,3,0.3333333333333333,-260.669921875,-254.029296875,-782.009765625,-236.669921875,310.06310359047944,-13.345692142721532,46.01953125,-574.0,0.05557717755117926,5m
RETAIL|hold=3|z>=0.5,2,0.5,-104.0048828125,-104.0048828125,-208.009765625,-80.0048828125,212.16656105426438,-7.781746200464994,46.01953125,-254.029296875,0.18115836171701405,5m
RETAIL|hold=3|z>=1.0,1,1.0,46.01953125,46.01953125,46.01953125,70.01953125,,,46.01953125,46.01953125,inf,5m
RETAIL|hold=4|z>=0.0,3,0.6666666666666666,-97.33984375,156.029296875,-292.01953125,-73.33984375,555.1864550528182,-2.7832489450328954,285.9609375,-734.009765625,0.602158520327929,5m
RETAIL|hold=4|z>=0.5,2,0.5,-288.990234375,-288.990234375,-577.98046875,-264.990234375,629.3526566146674,-7.289359472274295,156.029296875,-734.009765625,0.212571145756001,5m
RETAIL|hold=4|z>=1.0,1,1.0,156.029296875,156.029296875,156.029296875,180.029296875,,,156.029296875,156.029296875,inf,5m
CLAIMS|hold=1|z>=0.0,11,0.8181818181818182,306.91708096590907,246.01953125,3376.087890625,330.91708096590907,513.053239001648,9.496397733698698,1065.990234375,-793.970703125,5.07749701598864,5m
CLAIMS|hold=1|z>=0.5,8,0.875,164.763427734375,236.009765625,1318.107421875,188.763427734375,424.4444368961821,6.162263189945083,666.0390625,-793.970703125,2.6601461699871836,5m
CLAIMS|hold=1|z>=1.0,3,0.6666666666666666,-117.32682291666667,215.990234375,-351.98046875,-93.32682291666667,586.0121622624473,-3.178271191741503,226.0,-793.970703125,0.5566833041009759,5m
CLAIMS|hold=2|z>=0.0,11,0.8181818181818182,484.18093039772725,476.0,5325.990234375,508.18093039772725,663.2294135134512,11.58895222640435,1765.990234375,-363.990234375,9.219120732060185,5m
CLAIMS|hold=2|z>=0.5,8,0.75,191.00244140625,281.0048828125,1528.01953125,215.00244140625,362.38244762727425,8.367043653619103,536.009765625,-363.990234375,3.358054832175926,5m
CLAIMS|hold=2|z>=1.0,3,0.6666666666666666,-27.352864583333332,95.970703125,-82.05859375,-3.3528645833333335,222.32773666639252,-1.9530323589265177,105.98046875,-284.009765625,0.7110712247185602,5m
CLAIMS|hold=3|z>=0.0,11,0.6363636363636364,548.7317116477273,306.029296875,6036.048828125,572.7317116477273,997.9965648447798,8.728332521307788,2786.009765625,-724.0,6.55810599125582,5m
CLAIMS|hold=3|z>=0.5,8,0.5,98.509765625,31.0048828125,788.078125,122.509765625,498.6815767647941,3.135856871784192,865.990234375,-724.0,1.7256769905058567,5m
CLAIMS|hold=3|z>=1.0,3,0.0,-324.0,-224.0,-972.0,-300.0,360.5551275463989,-14.265060058111866,-24.0,-724.0,0.0,5m
CLAIMS|hold=4|z>=0.0,11,0.8181818181818182,695.091796875,336.009765625,7646.009765625,719.091796875,1306.2977007319664,8.446956762743095,3905.98046875,-1184.009765625,7.029883276393736,5m
CLAIMS|hold=4|z>=0.5,8,0.75,87.2548828125,321.01953125,698.0390625,111.2548828125,539.6203898213973,2.5668569048071035,436.009765625,-1184.009765625,1.5504955131186984,5m
CLAIMS|hold=4|z>=1.0,3,0.3333333333333333,-290.6829427083333,-84.009765625,-872.048828125,-266.6829427083333,810.0122974388454,-5.696763709931824,395.970703125,-1184.009765625,0.31227492429446757,5m
FOMC+NFP+CPI+PPI+RETAIL+UNRATE+CLAIMS|hold=1|z>=0.0,24,0.7083333333333334,193.08577473958334,251.0244140625,4634.05859375,217.08577473958334,582.9011759906936,5.258424199919587,1065.990234375,-1113.990234375,2.2703079507818433,5m
FOMC+NFP+CPI+PPI|hold=1|z>=0.0,8,0.5,-12.751220703125,90.990234375,-102.009765625,11.248779296875,758.7788137931537,-0.26676990669507794,876.0,-1113.990234375,0.9589661438671555,5m
NFP+CPI+PPI+RETAIL|hold=1|z>=0.0,11,0.5454545454545454,1.4527698863636365,136.009765625,15.98046875,25.452769886363637,652.7944208569502,0.035328131265055907,876.0,-1113.990234375,1.0056668328900709,5m
CLAIMS|hold=1|z>=0.0,11,0.8181818181818182,306.91708096590907,246.01953125,3376.087890625,330.91708096590907,513.053239001648,9.496397733698698,1065.990234375,-793.970703125,5.07749701598864,5m
FOMC+NFP+CPI+PPI+RETAIL+UNRATE+CLAIMS|hold=1|z>=0.5,18,0.6666666666666666,56.56098090277778,220.9951171875,1018.09765625,80.56098090277777,573.033301654489,1.5668857877532532,876.0,-1113.990234375,1.281711651776715,5m
FOMC+NFP+CPI+PPI|hold=1|z>=0.5,8,0.5,-12.751220703125,90.990234375,-102.009765625,11.248779296875,758.7788137931537,-0.26676990669507794,876.0,-1113.990234375,0.9589661438671555,5m
NFP+CPI+PPI+RETAIL|hold=1|z>=0.5,10,0.5,-30.0009765625,26.0,-300.009765625,-6.0009765625,679.2625380837642,-0.7011291094960769,876.0,-1113.990234375,0.8936135582890071,5m
CLAIMS|hold=1|z>=0.5,8,0.875,164.763427734375,236.009765625,1318.107421875,188.763427734375,424.4444368961821,6.162263189945083,666.0390625,-793.970703125,2.6601461699871836,5m
FOMC+NFP+CPI+PPI+RETAIL+UNRATE+CLAIMS|hold=1|z>=1.0,12,0.5833333333333334,-26.498372395833332,176.0,-317.98046875,-2.4983723958333335,658.4905409067827,-0.6388073858507721,876.0,-1113.990234375,0.9030535805733205,5m
FOMC+NFP+CPI+PPI|hold=1|z>=1.0,8,0.5,-12.751220703125,90.990234375,-102.009765625,11.248779296875,758.7788137931537,-0.26676990669507794,876.0,-1113.990234375,0.9589661438671555,5m
NFP+CPI+PPI+RETAIL|hold=1|z>=1.0,9,0.5555555555555556,3.7777777777777777,136.009765625,34.0,27.77777777777778,711.5026334074333,0.08428691649895284,876.0,-1113.990234375,1.0136766426230746,5m
CLAIMS|hold=1|z>=1.0,3,0.6666666666666666,-117.32682291666667,215.990234375,-351.98046875,-93.32682291666667,586.0121622624473,-3.178271191741503,226.0,-793.970703125,0.5566833041009759,5m
FOMC+NFP+CPI+PPI+RETAIL+UNRATE+CLAIMS|hold=2|z>=0.0,24,0.7083333333333334,281.0008138020833,466.0146484375,6744.01953125,305.0008138020833,849.7010845588379,5.249786907684696,1765.990234375,-1603.98046875,2.3386381002705625,5m
FOMC+NFP+CPI+PPI|hold=2|z>=0.0,8,0.625,-11.5,335.9853515625,-92.0,12.5,1164.7795551765712,-0.15673080768985737,1365.990234375,-1603.98046875,0.9765422882722895,5m
NFP+CPI+PPI+RETAIL|hold=2|z>=0.0,11,0.5454545454545454,-31.270951704545453,145.970703125,-343.98046875,-7.270951704545454,985.3050920440979,-0.5038144761775114,1365.990234375,-1603.98046875,0.9216440172356646,5m
CLAIMS|hold=2|z>=0.0,11,0.8181818181818182,484.18093039772725,476.0,5325.990234375,508.18093039772725,663.2294135134512,11.58895222640435,1765.990234375,-363.990234375,9.219120732060185,5m
